vehicle_id,v_out_of_service,v_maintenance,device_id,transmitting_dur,not_transmitting_dur,transmission_level,report_start_at,updated_at
72,0,0,2640,0,86400,2,2023-03-09 11:00:00,2023-03-10 11:25:41.521726
74,0,0,2696,0,86400,2,2023-03-09 11:00:00,2023-03-10 11:25:41.521726
76,0,0,2453,0,86400,2,2023-03-09 11:00:00,2023-03-10 11:25:41.521726
78,0,0,2427,263,86137,0,2023-03-09 11:00:00,2023-03-10 11:25:41.521726
79,0,0,2630,0,86400,2,2023-03-09 11:00:00,2023-03-10 11:25:41.521726
83,0,0,2615,0,86400,2,2023-03-09 11:00:00,2023-03-10 11:25:41.521726
84,0,0,2439,0,86400,2,2023-03-09 11:00:00,2023-03-10 11:25:41.521726
88,0,0,2609,0,86400,2,2023-03-09 11:00:00,2023-03-10 11:25:41.521726
89,0,0,2639,0,86400,2,2023-03-09 11:00:00,2023-03-10 11:25:41.521726
91,0,1,2642,0,86400,2,2023-03-09 11:00:00,2023-03-10 11:25:41.521726
95,0,0,2627,0,86400,2,2023-03-09 11:00:00,2023-03-10 11:25:41.521726
96,0,0,2620,0,86400,2,2023-03-09 11:00:00,2023-03-10 11:25:41.521726
98,0,0,2619,0,86400,2,2023-03-09 11:00:00,2023-03-10 11:25:41.521726
99,0,0,2733,0,86400,2,2023-03-09 11:00:00,2023-03-10 11:25:41.521726
101,0,0,2432,0,86400,2,2023-03-09 11:00:00,2023-03-10 11:25:41.521726
105,0,0,2731,0,86400,2,2023-03-09 11:00:00,2023-03-10 11:25:41.521726
106,0,0,2718,0,86400,2,2023-03-09 11:00:00,2023-03-10 11:25:41.521726
108,0,0,2429,0,86400,2,2023-03-09 11:00:00,2023-03-10 11:25:41.521726
109,0,0,2431,0,86400,2,2023-03-09 11:00:00,2023-03-10 11:25:41.521726
110,0,0,2618,0,86400,2,2023-03-09 11:00:00,2023-03-10 11:25:41.521726
111,0,0,2442,0,86400,2,2023-03-09 11:00:00,2023-03-10 11:25:41.521726
115,0,0,2706,0,86400,2,2023-03-09 11:00:00,2023-03-10 11:25:41.521726
116,0,0,2625,0,86400,2,2023-03-09 11:00:00,2023-03-10 11:25:41.521726
117,0,0,,0,86400,2,2023-03-09 11:00:00,2023-03-10 11:25:41.521726
119,0,0,2623,0,86400,2,2023-03-09 11:00:00,2023-03-10 11:25:41.521726
120,0,0,2610,0,86400,2,2023-03-09 11:00:00,2023-03-10 11:25:41.521726
128,0,0,2714,0,86400,2,2023-03-09 11:00:00,2023-03-10 11:25:41.521726
133,0,0,,0,86400,2,2023-03-09 11:00:00,2023-03-10 11:25:41.521726
134,0,0,,0,86400,2,2023-03-09 11:00:00,2023-03-10 11:25:41.521726
137,0,0,,0,86400,2,2023-03-09 11:00:00,2023-03-10 11:25:41.521726
138,0,0,,0,86400,2,2023-03-09 11:00:00,2023-03-10 11:25:41.521726
6,0,0,2277,0,86400,2,2023-03-08 22:00:00,2023-03-09 22:17:46.013552
37,0,0,2337,0,86400,2,2023-03-08 22:00:00,2023-03-09 22:17:46.013552
8,0,1,2436,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
18,0,0,2707,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
20,0,0,2715,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
24,0,0,2434,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
32,0,0,2702,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
34,0,0,2705,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
36,0,0,2464,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
43,0,0,2611,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
45,0,0,2634,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
50,0,0,2632,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
55,0,0,2466,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
56,0,0,2689,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
58,0,0,2454,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
60,0,0,2732,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
64,0,0,2459,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
65,0,0,2628,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
69,0,0,2455,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
70,0,0,2461,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
72,0,0,2640,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
74,0,0,2696,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
76,0,0,2453,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
78,0,0,2427,0,86400,0,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
79,0,0,2630,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
83,0,0,2615,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
84,0,0,2439,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
89,0,0,2639,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
91,0,1,2642,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
95,0,0,2627,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
96,0,0,2620,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
98,0,0,2619,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
99,0,0,2733,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
101,0,0,2432,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
105,0,0,2731,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
106,0,0,2718,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
108,0,0,2429,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
109,0,0,2431,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
110,0,0,2618,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
111,0,0,2442,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
115,0,0,2706,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
116,0,0,2625,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
117,0,0,,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
119,0,0,2623,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
120,0,0,2610,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
127,0,0,2423,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
128,0,0,2714,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
133,0,0,,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
134,0,0,,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
137,0,0,,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
138,0,0,,0,86400,2,2023-03-08 11:00:00,2023-03-10 07:05:36.536323
6,0,0,2277,0,86400,2,2023-03-07 22:00:00,2023-03-08 22:17:52.276247
8,0,1,2436,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
18,0,0,2707,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
20,0,0,2715,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
24,0,0,2434,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
32,0,0,2702,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
34,0,0,2705,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
36,0,0,2464,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
43,0,0,2611,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
45,0,0,2634,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
50,0,0,2632,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
55,0,0,2466,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
56,0,0,2689,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
58,0,0,2454,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
60,0,0,2732,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
65,0,0,2628,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
69,0,0,2455,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
70,0,0,2461,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
72,0,0,2640,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
74,0,0,2696,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
76,0,0,2453,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
78,0,0,2427,169,86231,0,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
79,0,0,2630,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
83,0,0,2615,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
84,0,0,2439,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
89,0,0,2639,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
91,0,1,2642,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
95,0,0,2627,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
96,0,0,2620,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
99,0,0,2733,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
101,0,0,2432,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
105,0,0,2731,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
106,0,0,2718,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
108,0,0,2429,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
109,0,0,2431,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
110,0,0,2618,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
111,0,0,2442,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
115,0,0,2706,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
116,0,0,2625,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
117,0,0,,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
119,0,0,2623,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
120,0,0,2610,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
127,0,0,2423,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
128,0,0,2714,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
133,0,0,,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
134,0,0,,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
137,0,0,,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
138,0,0,,0,86400,2,2023-03-07 11:00:00,2023-03-08 11:29:57.108671
6,0,0,2277,0,86400,2,2023-03-06 22:00:00,2023-03-07 22:17:56.677935
16,0,1,2708,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
18,0,0,2707,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
20,0,0,2715,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
32,0,0,2702,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
34,0,0,2705,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
36,0,0,2464,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
43,0,0,2611,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
45,0,0,2634,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
55,0,0,2466,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
56,0,0,2689,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
58,0,0,2454,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
60,0,0,2732,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
64,0,0,2459,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
65,0,0,2628,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
69,0,0,2455,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
70,0,0,2461,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
72,0,0,2640,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
74,0,0,2696,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
76,0,0,2453,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
78,0,0,2427,0,86400,0,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
79,0,0,2630,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
83,0,0,2615,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
84,0,0,2439,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
89,0,0,2639,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
91,0,1,2642,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
95,0,0,2627,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
96,0,0,2620,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
98,0,0,2619,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
99,0,0,2733,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
101,0,0,2432,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
105,0,0,2731,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
106,0,0,2718,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
108,0,0,2429,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
109,0,0,2431,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
110,0,0,2618,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
111,0,0,2442,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
115,0,0,2706,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
116,0,0,2625,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
117,0,0,,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
119,0,0,2623,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
120,0,0,2610,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
127,0,0,2423,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
128,0,0,2714,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
133,0,0,,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
134,0,0,,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
135,0,0,2428,101,86299,0,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
137,0,0,,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
138,0,0,,0,86400,2,2023-03-06 11:00:00,2023-03-07 11:28:41.839412
6,0,0,2277,0,86400,2,2023-03-05 22:00:00,2023-03-06 22:17:49.443373
16,0,1,2708,77,86323,0,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
18,0,0,2707,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
20,0,0,2715,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
32,0,0,2702,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
34,0,0,2705,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
36,0,0,2464,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
41,0,0,2693,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
42,0,1,2441,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
43,0,0,2611,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
45,0,0,2634,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
55,0,0,2466,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
56,0,0,2689,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
58,0,0,2454,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
60,0,0,2732,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
64,0,0,2459,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
65,0,0,2628,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
69,0,0,2455,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
70,0,0,2461,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
72,0,0,2640,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
74,0,0,2696,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
76,0,0,2453,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
78,0,1,2427,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
79,0,0,2630,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
83,0,0,2615,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
84,0,0,2439,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
89,0,0,2639,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
91,0,1,2642,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
95,0,0,2627,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
96,0,0,2620,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
98,0,0,2619,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
99,0,0,2733,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
101,0,0,2432,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
105,0,0,2731,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
108,0,0,2429,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
109,0,0,2431,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
110,0,0,2618,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
111,0,0,2442,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
114,0,0,2448,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
115,0,0,2706,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
116,0,0,2625,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
117,0,0,,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
120,0,0,2610,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
127,0,0,2423,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
128,0,0,2714,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
133,0,0,,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
134,0,0,,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
137,0,0,,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
138,0,0,,0,86400,2,2023-03-05 11:00:00,2023-03-06 11:29:01.514197
6,0,0,2277,0,86400,2,2023-03-04 22:00:00,2023-03-07 10:30:49.442700
18,0,0,2707,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
20,0,0,2715,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
32,0,0,2702,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
34,0,0,2705,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
36,0,0,2464,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
41,0,0,2693,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
42,0,1,2441,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
43,0,0,2611,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
45,0,0,2634,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
55,0,0,2466,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
56,0,0,2689,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
58,0,0,2454,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
60,0,0,2732,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
64,0,0,2459,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
65,0,0,2628,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
69,0,0,2455,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
70,0,0,2461,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
72,0,0,2640,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
73,0,0,2468,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
74,0,0,2696,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
76,0,0,2453,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
78,0,0,2427,291,86109,0,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
79,0,0,2630,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
83,0,0,2615,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
84,0,0,2439,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
89,0,0,2639,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
91,0,1,2642,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
95,0,0,2627,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
96,0,0,2620,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
101,0,0,2432,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
105,0,0,2731,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
108,0,0,2429,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
109,0,0,2431,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
110,0,0,2618,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
111,0,0,2442,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
114,0,0,2448,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
115,0,0,2706,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
116,0,0,2625,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
117,0,0,,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
120,0,0,2610,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
127,0,0,2423,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
128,0,0,2714,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
133,0,0,,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
134,0,0,,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
137,0,0,,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
138,0,0,,0,86400,2,2023-03-04 11:00:00,2023-03-05 11:24:50.443663
6,0,0,2277,0,86400,2,2023-03-03 22:00:00,2023-03-05 22:18:13.164312
18,0,0,2707,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
20,0,0,2715,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
32,0,0,2702,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
34,0,0,2705,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
36,0,0,2464,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
41,0,0,2693,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
42,0,1,2441,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
43,0,0,2611,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
45,0,0,2634,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
50,0,0,2632,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
55,0,0,2466,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
56,0,0,2689,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
58,0,0,2454,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
60,0,0,2732,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
64,0,0,2459,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
65,0,0,2628,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
69,0,0,2455,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
70,0,0,2461,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
72,0,0,2640,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
73,0,0,2468,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
74,0,0,2696,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
76,0,0,2453,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
79,0,0,2630,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
83,0,0,2615,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
84,0,0,2439,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
89,0,0,2639,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
91,0,1,2642,0,86400,0,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
95,0,0,2627,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
96,0,0,2620,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
98,0,0,2619,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
99,0,0,2733,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
101,0,0,2432,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
105,0,0,2731,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
108,0,0,2429,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
109,0,0,2431,0,86400,2,2023-03-03 11:00:00,2023-03-04 11:24:55.673776
